hash,author,date,message,year_month,year
c791f631,Grey Li,2021-04-22 12:34:55+00:00,Fix typo in issue template,2021-04,2021
03db9194,David Lord,2021-04-17 14:34:56+00:00,Merge pull request #3967 from pgjones/docs,2021-04,2021
f74cce16,pgjones,2021-04-17 10:49:24+00:00,Update documentation on asyncio background tasks,2021-04,2021
1c3b53c5,pgjones,2021-04-17 10:27:38+00:00,Update the docs on serving with ASGI,2021-04,2021
34eb0dad,David Lord,2021-04-16 15:52:35+00:00,Merge pull request #3965 from pallets/release-2.0.0rc1,2021-04,2021
7df5db7b,David Lord,2021-04-16 15:45:26+00:00,release version 2.0.0rc1,2021-04,2021
07000942,David Lord,2021-04-16 15:45:04+00:00,update minimum install requirements,2021-04,2021
afda0ed9,David Lord,2021-04-16 15:44:30+00:00,update deprecated pre-commit hook,2021-04,2021
078a3c36,David Lord,2021-04-16 15:44:18+00:00,update requirements,2021-04,2021
e00a4a4b,David Lord,2021-04-16 15:43:31+00:00,update pallets-sphinx-themes,2021-04,2021
6f09b4b5,David Lord,2021-04-16 15:37:56+00:00,Merge remote-tracking branch 'origin/1.1.x' into release-2.0.0rc1,2021-04,2021
39887ee4,David Lord,2021-04-16 13:28:53+00:00,Merge pull request #3964 from pgjones/fix,2021-04,2021
5c6a0f0c,pgjones,2021-04-16 11:34:51+00:00,Fix wrapped view function comparison,2021-04,2021
fab26dcb,David Lord,2021-04-16 06:18:39+00:00,Merge pull request #3963 from pallets/deprecate-helpers,2021-04,2021
ec27677f,David Lord,2021-04-16 06:07:41+00:00,remove _os_alt_seps,2021-04,2021
85b430a3,David Lord,2021-04-16 06:05:24+00:00,deprecate total_seconds,2021-04,2021
f3ed1322,David Lord,2021-04-16 06:14:24+00:00,Merge pull request #3962 from pallets/cached-property,2021-04,2021
5a7a4ab4,David Lord,2021-04-16 05:59:21+00:00,locked_cached_property subclasses cached_property,2021-04,2021
8ab49677,David Lord,2021-04-15 22:58:24+00:00,consistent versions and deprecation messages,2021-04,2021
16f51ef7,David Lord,2021-04-14 17:06:50+00:00,Merge pull request #3960 from pallets/shell-interactive-hook,2021-04,2021
32272da9,David Lord,2021-04-14 17:01:32+00:00,shell calls sys.__interativehook__,2021-04,2021
64213fc0,David Lord,2021-04-14 16:30:48+00:00,Merge pull request #3923 from pgjones/nested,2021-04,2021
f92e820b,pgjones,2021-02-24 21:18:12+00:00,Nested blueprints,2021-02,2021
85dce2c8,David Lord,2021-04-12 18:47:24+00:00,Merge pull request #3957 from pgjones/fix,2021-04,2021
6d5ccdef,pgjones,2021-04-11 08:10:54+00:00,Bugfix iscoroutinefunction with Python3.7,2021-04,2021
5f03ad30,David Lord,2021-04-12 17:24:22+00:00,Merge pull request #3958 from pallets/pre-commit-ci-update-config,2021-04,2021
08693ae9,pre-commit-ci[bot],2021-04-12 17:12:29+00:00,[pre-commit.ci] pre-commit autoupdate,2021-04,2021
1a79d2d2,David Lord,2021-04-07 12:32:20+00:00,Merge pull request #3412 from pgjones/async,2021-04,2021
dc3e9c0c,David Lord,2021-04-06 22:31:28+00:00,update async docs,2021-04,2021
61fbae86,David Lord,2021-04-06 22:31:16+00:00,skip async tests if asgiref isn't installed,2021-04,2021
00f5a3e5,pgjones,2021-03-24 20:47:55+00:00,Alter ensure_sync implementation to support extensions,2021-03,2021
9ddef014,dependabot-preview[bot],2021-04-06 17:49:45+00:00,Merge pull request #3955 from pallets/dependabot/pip/urllib3-1.26.4,2021-04,2021
285a873c,dependabot-preview[bot],2021-04-06 17:46:53+00:00,[Security] Bump urllib3 from 1.26.3 to 1.26.4,2021-04,2021
c6c6408c,pgjones,2021-02-10 21:14:58+00:00,Raise a runtime error if run_async is called without real ContextVars,2021-02,2021
85b8fab2,David Lord,2021-04-05 17:24:22+00:00,Merge pull request #3952 from pallets/pre-commit-ci-update-config,2021-04,2021
70b58c82,pre-commit-ci[bot],2021-04-05 17:10:21+00:00,[pre-commit.ci] pre-commit autoupdate,2021-04,2021
ecb3450f,David Lord,2021-03-22 17:50:37+00:00,Merge pull request #3943 from pallets/pre-commit-ci-update-config,2021-03,2021
06fd6aca,pre-commit-ci[bot],2021-03-22 17:04:33+00:00,[pre-commit.ci] pre-commit autoupdate,2021-03,2021
1672c5f5,David Lord,2021-03-16 17:16:59+00:00,Merge pull request #3939 from kangetsu121/fix_link_and_typo,2021-03,2021
6eeaa2e5,kangetsu121,2021-03-16 16:30:54+00:00,fix a broken link,2021-03,2021
02033152,David Lord,2021-03-15 18:36:59+00:00,Merge pull request #3937 from pallets/pre-commit-ci-update-config,2021-03,2021
46d8e90f,pre-commit-ci[bot],2021-03-15 17:00:57+00:00,[pre-commit.ci] pre-commit autoupdate,2021-03,2021
510c38cc,David Lord,2021-03-10 19:02:16+00:00,Merge pull request #3933 from pallets/more-scaffold,2021-03,2021
3dfc12e8,David Lord,2021-03-10 18:51:06+00:00,only extend on first registration,2021-03,2021
ef52e3e4,David Lord,2021-03-10 18:11:26+00:00,remove redundant _register_error_handler,2021-03,2021
25ab05e6,David Lord,2021-03-09 16:06:43+00:00,remove old note about InternalServerError,2021-03,2021
70296747,David Lord,2021-03-08 23:05:47+00:00,rewrite Scaffold docs,2021-03,2021
9f7c602a,David Lord,2021-03-08 20:16:39+00:00,move _PackageBoundObject into Scaffold,2021-03,2021
33166048,David Lord,2021-03-10 14:30:24+00:00,Merge pull request #3932 from greyli/set-encoding,2021-03,2021
33145c36,Grey Li,2021-03-10 13:40:29+00:00,Set default encoding to UTF-8 for load_dotenv,2021-03,2021
6d9d79c7,David Lord,2021-03-08 18:15:26+00:00,Merge pull request #3918 from pgjones/defaultdict,2021-03,2021
83d358d2,pgjones,2021-02-23 20:19:53+00:00,"remove _blueprint_order, dicts are ordered",2021-02,2021
fd62210f,pgjones,2021-02-21 12:55:30+00:00,Utilise defaultdicts,2021-02,2021
5fea7cab,David Lord,2021-03-08 16:57:58+00:00,Merge pull request #3907 from pgjones/sugar,2021-03,2021
705e5268,pgjones,2021-02-14 11:08:21+00:00,Add syntatic sugar for route registration,2021-02,2021
82d69cd0,dependabot-preview[bot],2021-03-01 15:25:15+00:00,Merge pull request #3926 from pallets/dependabot/pip/sphinx-3.5.1,2021-03,2021
e4e66186,dependabot-preview[bot],2021-03-01 15:22:59+00:00,Merge pull request #3925 from pallets/dependabot/pip/tox-3.22.0,2021-03,2021
1748bb02,dependabot-preview[bot],2021-03-01 15:17:54+00:00,Bump sphinx from 3.4.3 to 3.5.1,2021-03,2021
6e7869ec,dependabot-preview[bot],2021-03-01 15:15:58+00:00,Bump tox from 3.21.4 to 3.22.0,2021-03,2021
4846e25e,David Lord,2021-02-25 17:51:58+00:00,Merge pull request #3917 from greyli/fix-date-parse,2021-02,2021
49b7341a,Grey Li,2021-02-25 17:42:44+00:00,update json.dumps for http_date changes,2021-02,2021
dcd3b5c8,David Lord,2021-02-24 18:35:16+00:00,Merge pull request #3922 from pallets/consistency,2021-02,2021
0c7cbe2d,David Lord,2021-02-24 18:09:50+00:00,move version to setup.cfg,2021-02,2021
9e7d3a6b,David Lord,2021-02-24 18:09:38+00:00,docs rename changelog to changes,2021-02,2021
3cd615a1,David Lord,2021-02-24 18:09:15+00:00,update project links,2021-02,2021
aee3f3fe,David Lord,2021-02-19 15:21:18+00:00,Merge pull request #3916 from greyli/fix-extdev-docs,2021-02,2021
76abbe90,Grey Li,2021-02-19 14:59:09+00:00,Remove the mention of Flask-OAuth in the extension dev docs,2021-02,2021
8d950159,David Lord,2021-02-16 16:36:14+00:00,use rtd to build docs for prs,2021-02,2021
adeaf27e,David Lord,2021-02-09 02:32:18+00:00,Merge pull request #3904 from pallets/update-project,2021-02,2021
b496d8b7,David Lord,2021-02-09 02:26:37+00:00,update contributing guide,2021-02,2021
3c006587,David Lord,2021-02-09 02:23:10+00:00,update requirements,2021-02,2021
dbe76bb7,David Lord,2021-02-09 02:20:48+00:00,add security policy,2021-02,2021
571e638e,David Lord,2021-02-09 02:17:24+00:00,update issue templates,2021-02,2021
bfd4dc6d,David Lord,2021-02-09 02:15:26+00:00,update test config,2021-02,2021
ee089488,David Lord,2021-02-09 02:17:33+00:00,Merge pull request #3901 from pallets/pre-commit-ci-update-config,2021-02,2021
3fe23bf8,pre-commit-ci[bot],2021-02-08 16:50:03+00:00,[pre-commit.ci] pre-commit autoupdate,2021-02,2021
ff3fb968,David Lord,2021-02-09 02:11:47+00:00,Merge pull request #3903 from pallets/update-werkzeug,2021-02,2021
0ee1b0b5,David Lord,2021-02-09 02:04:02+00:00,remove test relying on Werkzeug Local internals,2021-02,2021
192f4ae0,David Lord,2021-02-02 06:57:42+00:00,Merge pull request #3895 from pallets/jinja-tojson,2021-02,2021
b473e7c9,David Lord,2021-02-02 06:41:49+00:00,use Jinja's tojson filter,2021-02,2021
fdf5d11b,David Lord,2021-02-02 04:45:02+00:00,Merge pull request #3794 from mbpreble/open-session-request-endpoint-none,2021-02,2021
15f0fc2d,David Lord,2021-02-02 04:31:57+00:00,Merge pull request #3883 from tonydelanuez/clarify-got-request-exception,2021-02,2021
451c1f87,Tony De La Nuez,2021-01-30 22:36:47+00:00,got_request_exception only sends unhandled exceptions,2021-01,2021
6355f121,David Lord,2021-02-02 03:59:58+00:00,Merge pull request #3893 from pallets/pre-commit-ci-update-config,2021-02,2021
d55ee5b9,pre-commit-ci[bot],2021-02-01 16:50:13+00:00,[pre-commit.ci] pre-commit autoupdate,2021-02,2021
93261454,dependabot-preview[bot],2021-02-02 03:49:49+00:00,Merge pull request #3887 from pallets/dependabot/pip/packaging-20.9,2021-02,2021
fb5f04a8,dependabot-preview[bot],2021-02-02 03:45:39+00:00,Bump packaging from 20.8 to 20.9,2021-02,2021
8b28c218,dependabot-preview[bot],2021-02-02 03:44:56+00:00,Merge pull request #3886 from pallets/dependabot/pip/jinja2-2.11.3,2021-02,2021
6c828c3b,dependabot-preview[bot],2021-02-02 03:43:43+00:00,Merge pull request #3889 from pallets/dependabot/pip/pytest-6.2.2,2021-02,2021
e783424f,dependabot-preview[bot],2021-02-02 03:42:43+00:00,Merge pull request #3888 from pallets/dependabot/pip/sphinx-3.4.3,2021-02,2021
510268e9,dependabot-preview[bot],2021-02-02 03:41:04+00:00,Bump pytest from 6.2.1 to 6.2.2,2021-02,2021
096ac67b,dependabot-preview[bot],2021-02-02 03:39:08+00:00,Merge pull request #3891 from pallets/dependabot/pip/greenlet-1.0.0,2021-02,2021
296bd2f4,dependabot-preview[bot],2021-02-02 03:37:53+00:00,Bump jinja2 from 2.11.2 to 2.11.3,2021-02,2021
7eebe22c,dependabot-preview[bot],2021-02-02 03:37:40+00:00,Bump sphinx from 3.4.1 to 3.4.3,2021-02,2021
d1b36ced,dependabot-preview[bot],2021-02-02 03:35:58+00:00,Merge pull request #3892 from pallets/dependabot/pip/pre-commit-2.10.0,2021-02,2021
963f68ab,dependabot-preview[bot],2021-02-02 03:35:44+00:00,Merge pull request #3890 from pallets/dependabot/pip/sphinx-tabs-2.0.0,2021-02,2021
c52ffa8a,dependabot-preview[bot],2021-02-02 03:33:21+00:00,Bump sphinx-tabs from 1.3.0 to 2.0.0,2021-02,2021
5ecbf1e3,dependabot-preview[bot],2021-02-02 03:33:16+00:00,Bump greenlet from 0.4.17 to 1.0.0,2021-02,2021
b379bd4a,dependabot-preview[bot],2021-02-02 03:33:13+00:00,Bump pre-commit from 2.9.3 to 2.10.0,2021-02,2021
557e2147,dependabot-preview[bot],2021-02-02 03:31:20+00:00,Merge pull request #3885 from pallets/dependabot/pip/tox-3.21.3,2021-02,2021
78bcf1d8,dependabot-preview[bot],2021-02-02 03:27:50+00:00,Bump tox from 3.20.1 to 3.21.3,2021-02,2021
9f7ac04a,David Lord,2021-02-02 03:20:20+00:00,Merge pull request #3894 from pallets/update-werkzeug,2021-02,2021
81ba6c24,David Lord,2021-02-02 03:14:58+00:00,remove Jinja 'autoescape' and 'with' extensions,2021-02,2021
055cdc26,David Lord,2021-01-29 19:29:36+00:00,click detects program name when run as module,2021-01,2021
64206c13,David Lord,2021-01-29 19:26:17+00:00,simplify InternalServerError.original_exception,2021-01,2021
eb42655c,David Lord,2021-01-29 19:03:33+00:00,simplify BadRequestKeyError.show_exception,2021-01,2021
14f56363,David Lord,2021-01-29 18:44:46+00:00,rename send_file add_etags to etag,2021-01,2021
1936ca8a,David Lord,2021-01-29 18:38:40+00:00,remove BaseRequest and BaseResponse,2021-01,2021
fdba0d25,David Lord,2021-01-29 18:35:37+00:00,remove JSONMixin,2021-01,2021
d887d32f,David Lord,2021-01-27 18:00:02+00:00,Merge pull request #3880 from elliott-king/patch-2,2021-01,2021
7068d098,Elliott King,2021-01-27 17:08:02+00:00,Clarify json error handling,2021-01,2021
7f206913,Grey Li,2021-01-07 00:57:31+00:00,Merge pull request #3866 from greyli/improve-readme-example,2021-01,2021
c676c2c4,David Lord,2021-01-06 15:47:29+00:00,Merge pull request #3861 from greyli/fix-pytest,2021-01,2021
54ae1cb0,Grey Li,2021-01-06 14:31:23+00:00,Update the example in README,2021-01,2021
2fab8a31,Grey Li,2021-01-04 02:32:01+00:00,Fix broken func directives in docstrings,2021-01,2021
7d2ba3e1,Grey Li,2021-01-04 02:14:36+00:00,Merge remote-tracking branch 'origin/1.1.x',2021-01,2021
444550ab,Grey Li,2021-01-04 01:52:36+00:00,Merge pull request #3862 from huimingz/patch-1,2021-01,2021
aff21fd8,huimingz,2021-01-03 08:00:33+00:00,Document parameter description error,2021-01,2021
da8865bd,Grey Li,2021-01-03 06:10:26+00:00,Bump pytest from 6.1.2 to 6.2.1,2021-01,2021
eb41e7e4,Grey Li,2021-01-03 05:55:10+00:00,Silence pytest warnings for exception propagation test,2021-01,2021
d42eac90,dependabot-preview[bot],2021-01-01 09:54:18+00:00,Merge pull request #3859 from pallets/dependabot/pip/packaging-20.8,2021-01,2021
a7cf23a2,dependabot-preview[bot],2021-01-01 09:51:33+00:00,Bump packaging from 20.4 to 20.8,2021-01,2021
959c64e8,dependabot-preview[bot],2021-01-01 09:49:25+00:00,Merge pull request #3857 from pallets/dependabot/pip/pip-tools-5.5.0,2021-01,2021
d1a21022,dependabot-preview[bot],2021-01-01 09:46:36+00:00,Bump pip-tools from 5.3.1 to 5.5.0,2021-01,2021
50eb6e57,dependabot-preview[bot],2021-01-01 09:45:22+00:00,Merge pull request #3856 from pallets/dependabot/pip/pre-commit-2.9.3,2021-01,2021
27a36f14,dependabot-preview[bot],2021-01-01 09:44:48+00:00,Merge pull request #3855 from pallets/dependabot/pip/sphinx-3.4.1,2021-01,2021
26227397,dependabot-preview[bot],2021-01-01 09:42:25+00:00,Bump pre-commit from 2.8.2 to 2.9.3,2021-01,2021
e4c70eff,dependabot-preview[bot],2021-01-01 09:42:01+00:00,Bump sphinx from 3.2.1 to 3.4.1,2021-01,2021
